vendorKey,company,website,domain,primaryType,genericEmails,allEmails,phoneNumbers,linkedinUrls,contactPageUrls,titleSnippets,confidence,pagesScannedCount,bestFor,recommendedRole
audit:8:DEKRA Certification Denmark,DEKRA Certification Denmark,https://www.dekra.com,dekra.com,Audit,,,,https://www.linkedin.com/company/46174/,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:9:BSI Group Assurance,BSI Group Assurance,https://www.bsigroup.com,bsigroup.com,Audit,,cservices@bsigroup.com | certification.sales@bsigroup.com | product.certification@bsigroup.com | training@bsigroup.com,,https://www.linkedin.com/company/bsi,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:10:Deloitte Denmark,Deloitte Denmark,https://www2.deloitte.com/dk/da.html,www2.deloitte.com,Audit,,,,https://www.linkedin.com/company/deloitte,,Deloitte Service CxO & Boardroom Programmes Service AWS Google Oracle Salesforce SAP ServiceNow Sustainability & Climate,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:11:EY Denmark,EY Denmark,https://www.ey.com/da_dk,ey.com,Audit,contact@ey.com,contact@ey.com,,https://www.linkedin.com/company/ernstandyoung/,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:12:KPMG Denmark,KPMG Denmark,https://kpmg.com/dk/da/home.html,kpmg.com,Audit,,,,https://www.linkedin.com/company/kpmg-denmark/&#34;}} | https://www.linkedin.com/company/kpmg-denmark/ | https://www.linkedin.com/company/kpmg-acor-tax/&#34;}} | https://www.linkedin.com/company/kpmg-acor-tax/,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:13:LRQA Assurance,LRQA Assurance,https://www.lrqa.com,lrqa.com,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, med fokus på dokumentation og leverandørkrav, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:14:Intertek Denmark,Intertek Denmark,https://www.intertek.com,intertek.com,Audit,,,44 116 296 1620,https://www.linkedin.com/company/intertek,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:15:Kiwa Denmark,Kiwa Denmark,https://www.kiwa.com/dk,kiwa.com,Audit,,dk.info@kiwa.com,,,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:16:SGS Denmark,SGS Denmark,https://www.sgs.com,sgs.com,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:17:TUV Rheinland Denmark,TUV Rheinland Denmark,https://www.tuv.com,tuv.com,Audit,,,,https://www.linkedin.com/company/tuv-rheinland-group,,Quality Management System Supplier evaluation with amfori BSCI Audits Certification According to VDA 6.1 ISO 14001 certification,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:18:TUV SUD Denmark,TUV SUD Denmark,https://www.tuvsud.com,tuvsud.com,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:19:ControlCase,ControlCase,https://www.controlcase.com,controlcase.com,Audit,,,,https://www.linkedin.com/company/controlcase,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:20:FORCE Technology,FORCE Technology,https://forcetechnology.com,forcetechnology.com,Audit,,,+45 43 25 00 00 | +45 43 25 00 10 | 2014-2026 | +4543250000,https://www.linkedin.com/company/force-technology,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:21:A-LIGN,A-LIGN,https://www.a-lign.com,a-lign.com,Audit,,,,https://www.linkedin.com/company/a-lign/ | https://www.linkedin.com/company/a-lign/posts/?feedView=all,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:22:Nemko,Nemko,https://www.nemko.com,nemko.com,Audit,,,,https://www.linkedin.com/company/37822,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:23:Schellman,Schellman,https://www.schellman.com,schellman.com,Audit,,,866.254.0000 | 1.866.254.0000 | 1.813.288.8833,https://www.linkedin.com/company/schellman-&-company-llc | https://www.linkedin.com/company/schellman,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:24:NQA,NQA,https://www.nqa.com,nqa.com,Audit,,,,https://www.linkedin.com/company/nqa-global/,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:25:QMS International,QMS International,https://www.qmsuk.com,qmsuk.com,Audit,,isoenquiries@citation.co.uk,0333 344 3646 | 0330 057 5187 | 01603 967 751 | 01603 967 752 | 01603 630 345 | 01603 967 757 | 01603 967 753 | +441603967751 | +441603967752 | +441603630345 | +441603967757 | +441603967753,https://www.linkedin.com/company/citation-iso-certification/,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:26:IASME Consortium,IASME Consortium,https://iasme.co.uk,iasme.co.uk,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mindre og mellemstore virksomheder","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:27:Aros Revision,Aros Revision,https://arosrevision.dk,arosrevision.dk,Audit,,aros@arosrevision.dk,+45 86 270 271 | 2969 0065,https://www.linkedin.com/company/aros-statsautoriserede-revisorer-i-s/,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:28:Azets Insight,Azets Insight,https://www.azets.dk,azets.dk,Audit,,,,https://www.linkedin.com/company/azets/ | https://www.linkedin.com/company/azets/\,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:29:Baker Tilly Denmark,Baker Tilly Denmark,https://bakertilly.dk,bakertilly.dk,Audit,info@bakertilly.dk,info@bakertilly.dk,,https://www.linkedin.com/company/bakertilly-denmark,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:30:BHL Revision,BHL Revision,https://bhlrevision.dk,bhlrevision.dk,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:31:Christensen Kjærulff,Christensen Kjærulff,https://www.ck.dk,ck.dk,Audit,,ck@ck.dk,+45 33 30 15 15 | +4533301515,https://dk.linkedin.com/company/christensen-kjaerulff | https://dk.linkedin.com/company/christensen-kjaerulff\\\ | https://dk.linkedin.com/company/christensen-kjaerulff\,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:32:Crowe Denmark,Crowe Denmark,https://crowe.com/dk,crowe.com,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:33:Dansk Revision,Dansk Revision,https://danskrevision.dk,danskrevision.dk,Audit,,post@danskrevision.dk,+45 44 35 61 00 | 31 07 10 97 | +4544356100,https://www.linkedin.com/company/40515/admin/dashboard/,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:34:ECIT Danmark,ECIT Danmark,https://www.ecit.com/dk,ecit.com,Audit,info@ecit.dk,info@ecit.dk,+45 70 20 00 27,https://www.linkedin.com/company/ecitdk/,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:35:Martinsen,Martinsen,https://www.martinsen.dk,martinsen.dk,Audit,,,75 80 19 33 | 87 43 96 00 | 76 11 44 00 | 75 32 12 33 | 76 30 18 00 | 35 38 48 88 | 86 55 16 00 | 88 81 11 88 | 76 96 33 66 | 75 82 10 55 | 32 28 52 01 | +4575801933 | +4587439600 | +4576114400 | +4575321233 | +4576301800 | +4535384888 | +4586551600 | +4588811188 | +4576963366 | +4575821055,https://www.linkedin.com/company/martinsen/,,Martinsen Statsautoriseret Revisionspartnerselskab,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:36:Mazars Denmark,Mazars Denmark,https://www.forvismazars.com/dk,forvismazars.com,Audit,,,+45 35 26 52 22 | 31 06 17 41 | +45-35-26-52-22,https://www.linkedin.com/company/forvismazars-in-denmark,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:37:Redmark,Redmark,https://redmark.dk,redmark.dk,Audit,,,,https://www.linkedin.com/company/redmark-%E2%80%93-m%C3%A6rkbar-forskel,,"Redmark, Godkendt Revisionspartnerselskab",medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:38:ReviPoint,ReviPoint,https://www.revipoint.dk,revipoint.dk,Audit,,,,,,,low,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:39:Revisionsinstituttet,Revisionsinstituttet,https://ri.dk,ri.dk,Audit,,kbh@ri.dk,+45 43 50 50 50 | 44 52 80 45 | +4543505050,https://www.linkedin.com/company/ristatsautrevisorer,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:40:Ri Statsautoriseret Revision,Ri Statsautoriseret Revision,https://ri.dk,ri.dk,Audit,,kbh@ri.dk,+45 43 50 50 50 | 44 52 80 45 | +4543505050,https://www.linkedin.com/company/ristatsautrevisorer,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:41:RSM Denmark,RSM Denmark,https://www.rsm.global/denmark,rsm.global,Audit,,,2015-2026,https://www.linkedin.com/company/rsmdanmark/,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
